Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,Domain
Patterson K.; Street J.A.; Myachykov A.,"Patterson, Kinga (58947004000); Street, James A. (14523613000); Myachykov, Andriy (10041512100)",58947004000; 14523613000; 10041512100,Phrasal frequency and literacy as predictors of individual differences in on-line processing and comprehension of english complex NP subject-verb agreement,2024,Journal of Cultural Cognitive Science,8,3,,247,274,27.0,0,10.1007/s41809-024-00149-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208920384&doi=10.1007%2fs41809-024-00149-3&partnerID=40&md5=4cca9f94bc5fbeb6b3710640eab02a69,"We present experimental evidence suggesting that frequency and literacy predict online processing and comprehension of subject-verb agreement constructions by adult native speakers of English. We measured participants’ eye fixations, reaction times, and response accuracy in a forced-choice task using audio-visual eye-tracking paradigm. Participants completed a battery of tasks, inc. the Literacy Rating Scale (Tarone et al., Literacy and Second Language Oracy-Oxford Applied Linguistics, Oxford University Press, 2013), Agreement Judgement Task (e.g., Veenstra et al., Frontiers in Psychology 5:783, 2014). The AJT involved matching an auditorily presented subject phrase to one of two images of easily distinguishable colours presented on a computer screen (e.g., stars, circles). Participants heard 42 test sentences, counterbalanced across the three types: Type 1 (e.g., ‘The stars with the circles are blue’), Type 2 (e.g., ‘The star with the circles is blue’) and Type 3 (e.g., ‘The star with the circles are blue’*. Type 1 and Type 2 constructions are considerably more frequent in writing than in speech (Miller et al., Spontaneous spoken language: Syntax and discourse, Oxford University Press on Demand, 1998) with Type 2 producing more attraction errors (Bock et al., Cognitive Psychology 43:83–128, 2001; Becker, L., & Dąbrowska, E. (2020). Does experience with written language influence grammaticality intuitions? UK Cognitive Linguistics Conference: University of Birmingham [conference presentation].). Data were analysed with linear mixed effects models and generalised additive models. Results show lower literacy participants took longer to process sentential cues and made more attraction errors. These findings support usage-based research showing frequency and experience effects on online comprehension of canonical and non-canonical constructions (Farmer, T. A., Misyak, J. B., & Christiansen, M. H. (2012). Individual differences in sentence processing. In Cambridge handbook of psycholinguistics (pp. 353-364)., Street, Language Sciences 59:192–203, 2017), detection and production of agreement attraction errors (Becker, L., & Dąbrowska, E. (2020). Does experience with written language influence grammaticality intuitions? UK Cognitive Linguistics Conference: University of Birmingham [conference presentation].) and demonstrate how linguistic and attentional processes interact (Tomlin and Myachykov, Attention and salience, Handbook of Cognitive Linguistics, 2015). They also complement corpus-based studies by providing evidence that native speakers are sensitive to observed distributions (Miller et al., Spontaneous spoken language: Syntax and discourse, Oxford University Press on Demand, 1998). © The Author(s) 2024.",Eye-tracking; Frequency; Literacy; Subject-verb agreement; Usage-based,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85208920384,Movies / Media
Hermens F.; Krucien N.; Ryan M.,"Hermens, Frouke (6603194458); Krucien, Nicolas (39962034400); Ryan, Mandy (7403185259)",6603194458; 39962034400; 7403185259,The use of machine learning to understand the role of visual attention in multi-attribute choice,2024,Acta Psychologica,251,,104581,,,,0,10.1016/j.actpsy.2024.104581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209684353&doi=10.1016%2fj.actpsy.2024.104581&partnerID=40&md5=1dba53197ff606268c1e8efdb0644bd1,"Whether eye movements (as a measure of visual attention) contribute to the understanding of how multi-attribute decisions are made, is still a matter of debate. In this study, we show how machine learning methods can be used to separate the effects of the information presented, eye movement patterns, and attention to specific information. We also show how to deal with data from a relatively small sample of participants, often found in eye tracking studies that require in-lab testing. We make use of a dataset of 30 females who decided whether or not to accept screening for Chlamydia in 21 different scenarios. For this dataset, we find that eye movements did not add to the prediction of choice beyond the information presented to participants. Future studies should determine whether the same conclusion holds for other eye tracking datasets. © 2024 The Authors",Eye movements; Health decisions; Machine learning; Multi-attribute choice; Visual attention,Adolescent; Adult; Attention; Choice Behavior; Eye Movements; Eye-Tracking Technology; Female; Humans; Machine Learning; Visual Perception; Young Adult; adolescent; adult; attention; decision making; eye movement; eye-tracking technology; female; human; machine learning; physiology; vision; young adult,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85209684353,Movies / Media
Saalwirth C.; Stefani M.; Sauter M.; Mack W.,"Saalwirth, Christina (57221946463); Stefani, Maximilian (57214142408); Sauter, Marian (56763649100); Mack, Wolfgang (56248614100)",57221946463; 57214142408; 56763649100; 56248614100,Eye-tracking analysis of attentional disengagement in phobic and non-phobic individuals,2024,"Attention, Perception, and Psychophysics",86,8,,2643,2658,15.0,1,10.3758/s13414-024-02968-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206386065&doi=10.3758%2fs13414-024-02968-6&partnerID=40&md5=8ebd9e791970bb809965dfd16e73a16b,"This study investigated threat-related attention biases using a new visual search paradigm with eye tracking, which allows for measuring attentional disengagement in isolation. This is crucial as previous studies have been unable to distinguish between engagement, disengagement, and behavioral freezing. Thirty-three participants (Mage = 28.75 years, SD = 8.98; 21 women) with self-reported specific phobia (spiders, snakes, and pointed objects) and their matched controls (Mage = 28.38 years, SD = 8.66; 21 women) took part in the experiment. The participants were instructed to initially focus on a picture in the center of the screen, then search for a target picture in an outer circle consisting of six images, and respond via a button press whether the object in the target picture was oriented to the left or right. We found that phobic individuals show delayed disengagement and slower decision times compared with non-phobic individuals, regardless of whether the stimulus was threat-related or neutral. These results indicate that phobic individuals tend to exhibit poorer attentional control mechanisms and problems inhibiting irrelevant information. We also confirmed a threat-unrelated shared feature effect with complex stimuli (delayed disengagement when an attended stimulus and an unattended target share common stimulus features). This process might play a role in various experimental setups investigating attentional disengagement that has not yet been considered. These findings are important, as good attentional control may serve as a protective mechanism against anxiety disorders. © The Author(s) 2024.",Attentional disengagement; Behavioral freezing; Fear; Phobia; Visual search,"Adult; Attention; Attentional Bias; Eye-Tracking Technology; Female; Humans; Male; Pattern Recognition, Visual; Phobia, Specific; Phobic Disorders; Reaction Time; Young Adult; adult; attention; attentional bias; eye-tracking technology; female; human; male; phobia; physiology; psychology; reaction time; visual pattern recognition; young adult",Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85206386065,Movies / Media
Song J.; Huang H.; Liu J.; Wu J.; Chen Y.; Wang L.; Zhong F.; Wang X.; Lin Z.; Yan M.; Zhang W.; Liu X.; Tang X.; Lü Y.; Yu W.,"Song, Jiaqi (57468431600); Huang, Haodong (57286689300); Liu, Jiarui (58888165300); Wu, Jiani (58041582500); Chen, Yingxi (57221679671); Wang, Lisong (59281423800); Zhong, Fuxin (57224929454); Wang, Xiaoqin (57468591600); Lin, Zihan (59281945300); Yan, Mengyu (58076529300); Zhang, Wenbo (57207696292); Liu, Xintong (57207691654); Tang, Xinyi (59278322800); Lü, Yang (59157685200); Yu, Weihua (54407546800)",57468431600; 57286689300; 58888165300; 58041582500; 57221679671; 59281423800; 57224929454; 57468591600; 59281945300; 58076529300; 57207696292; 57207691654; 59278322800; 59157685200; 54407546800,Diagnostic Potential of Eye Movements in Alzheimer’s Disease via a Multiclass Machine Learning Model,2024,Cognitive Computation,16,6,,3364,3378,14.0,2,10.1007/s12559-024-10346-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201607495&doi=10.1007%2fs12559-024-10346-5&partnerID=40&md5=e1d159aa5feda0e64b867977a8137e8f,"Early diagnosis plays a crucial role in controlling Alzheimer’s disease (AD) progression and delaying cognitive decline. Traditional diagnostic tools present great challenges to clinical practice due to their invasiveness, high cost, and time-consuming administration. This study was designed to construct a non-invasive and cost-effective classification model based on eye movement parameters to distinguish dementia due to AD (ADD), mild cognitive impairment (MCI), and normal cognition. Eye movement data were collected from 258 subjects, comprising 111 patients with ADD, 81 patients with MCI, and 66 individuals with normal cognition. The fixation, smooth pursuit, prosaccade, and anti-saccade tasks were performed. Machine learning methods were used to screen eye movement parameters and build diagnostic models. Pearson’s correlation analysis was used to assess the correlations between the five most important eye movement indicators in the optimal model and neuropsychological scales. The gradient boosting classifier model demonstrated the best classification performance, achieving 68.2% of accuracy and 66.32% of F1-score in multiclass classification of AD. Moreover, the correlation analysis indicated that the eye movement parameters were associated with various cognitive functions, including general cognitive status, attention, visuospatial ability, episodic memory, short-term memory, and language and instrumental activities of daily life. Eye movement parameters in conjunction with machine learning methods achieve satisfactory overall accuracy, making it an effective and less time-consuming method to assist clinical diagnosis of AD. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",Alzheimer’s disease; Eye movement; Machine learning model; Mild cognitive impairment; Multiclass diagnosis,Adaptive boosting; Diagnosis; Neurodegenerative diseases; Noninvasive medical procedures; Alzheimer; Alzheimer’s disease; Cognitive impairment; Correlation analysis; Diagnostic potential; Early diagnosis; Machine learning methods; Machine learning models; Mild cognitive impairment; Multiclass diagnose; Disease control,Article,Final,,Scopus,2-s2.0-85201607495,Movies / Media
Liu Z.; Li J.; Zhang Y.; Wu D.; Huo Y.; Yang J.; Zhang M.; Dong C.; Jiang L.; Sun R.; Zhou R.; Li F.; Yu X.; Zhu D.; Guo Y.; Chen J.,"Liu, Zhongling (58722894700); Li, Jinkai (58544379700); Zhang, Yuanyuan (56157881900); Wu, Dan (57211180475); Huo, Yanyan (57223200676); Yang, Jianxin (57275319100); Zhang, Musen (59466107200); Dong, Chuanfei (58808897700); Jiang, Luhui (59357909800); Sun, Ruohan (59466038000); Zhou, Ruoyin (59466038100); Li, Fei (59466023000); Yu, Xiaodan (55673878300); Zhu, Daqian (57210554839); Guo, Yao (57188987287); Chen, Jinjin (37046653000)",58722894700; 58544379700; 56157881900; 57211180475; 57223200676; 57275319100; 59466107200; 58808897700; 59357909800; 59466038000; 59466038100; 59466023000; 55673878300; 57210554839; 57188987287; 37046653000,Auxiliary Diagnosis of Children With Attention-Deficit/Hyperactivity Disorder Using Eye-Tracking and Digital Biomarkers: Case-Control Study,2024,JMIR mHealth and uHealth,12,,,e58927,,,3,10.2196/58927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211521803&doi=10.2196%2f58927&partnerID=40&md5=1098aa4165c14daf93950b2cfb826301,"BACKGROUND: Attention-deficit/hyperactivity disorder (ADHD) is a common neurodevelopmental disorder in school-aged children. The lack of objective biomarkers for ADHD often results in missed diagnoses or misdiagnoses, which lead to inappropriate or delayed interventions. Eye-tracking technology provides an objective method to assess children's neuropsychological behavior. OBJECTIVE: The aim of this study was to develop an objective and reliable auxiliary diagnostic system for ADHD using eye-tracking technology. This system would be valuable for screening for ADHD in schools and communities and may help identify objective biomarkers for the clinical diagnosis of ADHD. METHODS: We conducted a case-control study of children with ADHD and typically developing (TD) children. We designed an eye-tracking assessment paradigm based on the core cognitive deficits of ADHD and extracted various digital biomarkers that represented participant behaviors. These biomarkers and developmental patterns were compared between the ADHD and TD groups. Machine learning (ML) was implemented to validate the ability of the extracted eye-tracking biomarkers to predict ADHD. The performance of the ML models was evaluated using 5-fold cross-validation. RESULTS: We recruited 216 participants, of whom 94 (43.5%) were children with ADHD and 122 (56.5%) were TD children. The ADHD group showed significantly poorer performance (for accuracy and completion time) than the TD group in the prosaccade, antisaccade, and delayed saccade tasks. In addition, there were substantial group differences in digital biomarkers, such as pupil diameter fluctuation, regularity of gaze trajectory, and fixations on unrelated areas. Although the accuracy and task completion speed of the ADHD group increased over time, their eye-movement patterns remained irregular. The TD group with children aged 5 to 6 years outperformed the ADHD group with children aged 9 to 10 years, and this difference remained relatively stable over time, which indicated that the ADHD group followed a unique developmental pattern. The ML model was effective in discriminating the groups, achieving an area under the curve of 0.965 and an accuracy of 0.908. CONCLUSIONS: The eye-tracking biomarkers proposed in this study effectively identified differences in various aspects of eye-movement patterns between the ADHD and TD groups. In addition, the ML model constructed using these digital biomarkers achieved high accuracy and reliability in identifying ADHD. Our system can facilitate early screening for ADHD in schools and communities and provide clinicians with objective biomarkers as a reference. ©Zhongling Liu, Jinkai Li, Yuanyuan Zhang, Dan Wu, Yanyan Huo, Jianxin Yang, Musen Zhang, Chuanfei Dong, Luhui Jiang, Ruohan Sun, Ruoyin Zhou, Fei Li, Xiaodan Yu, Daqian Zhu, Yao Guo, Jinjin Chen. Originally published in JMIR mHealth and uHealth (https://mhealth.jmir.org), 29.11.2024.",antisaccade; attention deficit disorder with hyperactivity; auxiliary diagnosis; digital biomarker; eye-tracking; machine learning,Attention Deficit Disorder with Hyperactivity; Biomarkers; Case-Control Studies; Child; Eye-Tracking Technology; Female; Humans; Male; biological marker; attention deficit hyperactivity disorder; case control study; child; diagnosis; eye-tracking technology; female; human; male,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85211521803,Movies / Media
Wang Y.; Panchadsaram S.; Sherkati R.; Clark J.J.,"Wang, Yinan (58560175200); Panchadsaram, Sansitha (59308387100); Sherkati, Rezvan (57003693400); Clark, James J. (7407828577)",58560175200; 59308387100; 57003693400; 7407828577,An egocentric video and eye-tracking dataset for visual search in convenience stores,2024,Computer Vision and Image Understanding,248,,104129,,,,0,10.1016/j.cviu.2024.104129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202778192&doi=10.1016%2fj.cviu.2024.104129&partnerID=40&md5=ca4df07f48c15a0e6170122b2fe5347b,"We introduce an egocentric video and eye-tracking dataset, comprised of 108 first-person videos of 36 shoppers searching for three different products (orange juice, KitKat chocolate bars, and canned tuna) in a convenience store, along with the frame-centered eye fixation locations for each video frame. The dataset also includes demographic information about each participant in the form of an 11-question survey. The paper describes two applications using the dataset — an analysis of eye fixations during search in the store, and a training of a clustered saliency model for predicting saliency of viewers engaged in product search in the store. The fixation analysis shows that fixation duration statistics are very similar to those found in image and video viewing, suggesting that similar visual processing is employed during search in 3D environments and during viewing of imagery on computer screens. A clustering technique was applied to the questionnaire data, which resulted in two clusters being detected. Based on these clusters, personalized saliency prediction models were trained on the store fixation data, which provided improved performance in prediction saliency on the store video data compared to state-of-the art universal saliency prediction methods. © 2024 The Author(s)",Attention; Egocentric; Eye-tracking; Saliency,Video analysis; Attention; Convenience stores; Egocentric; Eye fixations; Eye-tracking; First person; Orange juice; Saliency; Video-tracking; Visual search; Fruit juices,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85202778192,Movies / Media
Nawaz O.; Khatibi S.; Sheikh M.N.; Fiedler M.,"Nawaz, Omer (25646229200); Khatibi, Siamak (57191281051); Sheikh, Muhammad Nauman (59425928600); Fiedler, Markus (7006649020)",25646229200; 57191281051; 59425928600; 7006649020,Eye Tracking and Human Influence Factors’ Impact on Quality of Experience of Mobile Gaming,2024,Future Internet,16,11,420,,,,0,10.3390/fi16110420,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210229630&doi=10.3390%2ffi16110420&partnerID=40&md5=119269e07a60983cfbe911df300e81c7,"Mobile gaming accounts for more than 50% of global online gaming revenue, surpassing console and browser-based gaming. The success of mobile gaming titles depends on optimizing applications for the specific hardware constraints of mobile devices, such as smaller displays and lower computational power, to maximize battery life. Additionally, these applications must dynamically adapt to the variations in network speed inherent in mobile environments. Ultimately, user engagement and satisfaction are critical, necessitating a favorable comparison to browser and console-based gaming experiences. While Quality of Experience (QoE) subjective evaluations through user surveys are the most reliable method for assessing user perception, various factors, termed influence factors (IFs), can affect user ratings of stimulus quality. This study examines human influence factors in mobile gaming, specifically analyzing the impact of user delight towards displayed content and the effect of gaze tracking. Using Pupil Core eye-tracking hardware, we captured user interactions with mobile devices and measured visual attention. Video stimuli from eight popular games were selected, with resolutions of 720p and 1080p and frame rates of 30 and 60 fps. Our results indicate a statistically significant impact of user delight on the MOS for most video stimuli across all games. Additionally, a trend favoring higher frame rates over screen resolution emerged in user ratings. These findings underscore the significance of optimizing mobile gaming experiences by incorporating models that estimate human influence factors to enhance user satisfaction and engagement. © 2024 by the authors.",eye tracking in mobile gaming; gaze tracking; human IFs and multimedia; mobile gaming; QoE,Geological surveys; Eye tracking in mobile gaming; Eye-tracking; Gaze-tracking; Human influence factor and multimedium; Human influences; Mobile gaming; Quality of experience; User engagement; Users' satisfactions; Display devices,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85210229630,Movies / Media
Børsting C.K.; Batuev A.; Shalvi S.; Orquin J.L.,"Børsting, Caroline Kjær (57354121900); Batuev, Aleksandr (58946508800); Shalvi, Shaul (26030072600); Orquin, Jacob Lund (55199940500)",57354121900; 58946508800; 26030072600; 55199940500,Choosing not to see: Visual inattention as a method of information avoidance,2024,Journal of Experimental Social Psychology,115,,104661,,,,3,10.1016/j.jesp.2024.104661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198560356&doi=10.1016%2fj.jesp.2024.104661&partnerID=40&md5=0c3259b09fcad06c661240f41fa6ce62,"People rely on a number of methods to avoid information that would compel them to change their beliefs or behaviors. However, it remains unclear whether people use visual inattention as a method of information avoidance. In three eye-tracking experiments, we test the hypothesis that people avoid visual information by strategically suppressing and facilitating visual attention depending on where desired and avoided information is likely to appear. Introducing a novel search task, we independently manipulate the probability of where desired and avoided information appear on the screen. Study 1 show that participants learn statistical regularities in information location and utilize this to gradually suppress attention to undesired information. Study 2 and 3 show that participants can simultaneously reduce and increase visual attention to areas where avoided and desired information are most likely to appear. The findings point to suppression of attention as a mechanism behind information avoidance through visual inattention and that reducing the predictability of where information appears could be a fruitful avenue for reducing it. © 2024",Eye-tracking; Facilitation; Information avoidance; Suppression; Visual attention,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85198560356,Movies / Media
Lacoste-Badie S.; Yu J.J.; Droulers O.,"Lacoste-Badie, S. (56568328000); Yu, J.J. (59185147100); Droulers, O. (55611613500)",56568328000; 59185147100; 55611613500,Do health warning labels on alcohol packaging attract visual attention? A systematic review,2024,Public Health,236,,,184,192,8.0,2,10.1016/j.puhe.2024.07.030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204066423&doi=10.1016%2fj.puhe.2024.07.030&partnerID=40&md5=43a6400d85d4d90658c3bc70a3610220,"Objectives: To synthesize eye-tracking-based evidence on consumers' visual attention devoted to alcohol warning labels (AWLs) on alcohol packaging. Study design: A systematic review was conducted and reported in accordance with the PRISMA guidelines. Methods: Two rounds of a literature search were conducted to identify relevant peer-reviewed articles and unpublished grey literature. While the first round (July 3 to August 21, 2023) was based on three electronic databases (PubMed, Web of Science, and PsycINFO), the second round (May 20 to 28, 2024) followed a multiple-step protocol that systematically searched the grey literature. Five criteria were applied to screen eligible articles. Using established quality control tools, the identified articles were assessed for overall quality and then for quality specific to the eye-tracking method. Results: Six published peer-reviewed articles were thus included in the current review along with one unpublished research paper from a doctoral thesis. This review paper summarizes earlier findings in terms of bottom-up (i.e., AWL design-related) factors such as size, color, surrounding border, and pictorial elements, and top-down (i.e., goal-driven) factors such as motivation to change drinking behavior and self-affirmation. The review found that people tend to pay very little attention to AWLs displayed on alcohol packaging, although there is mixed evidence as to the effectiveness of specific factors. Conclusions: Further investigations using eye-tracking are needed to collect additional evidence on attention devoted to AWLs. Meanwhile, we put forward implications for policymakers and future avenues for research based on our review of the existing literature. © 2024 The Authors",Alcohol warning label (AWL); Bottom-up factors; Eye-tracking; Top-down factors; Visual attention,Alcoholic Beverages; Attention; Eye-Tracking Technology; Humans; Product Labeling; Product Packaging; advertising; alcohol consumption; alcoholic beverage; consumption behavior; future prospect; health care; health policy; literature review; policy making; research work; visualization; warning system; alcohol packaging; health warning label; human; methodological quality; methodology; packaging; quality control; Review; systematic review; visual attention; alcoholic beverage; attention; eye-tracking technology; packaging; product labeling,Review,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85204066423,Movies / Media
Gibbs M.C.; Huxley J.; Readman M.R.; Polden M.; Bredemeyer O.; Crawford T.J.; Antoniades C.A.,"Gibbs, Melissa C. (57350858300); Huxley, Jenna (59373021800); Readman, Megan Rose (57222650875); Polden, Megan (57212676994); Bredemeyer, Oliver (57851997600); Crawford, Trevor J. (57209863519); Antoniades, Chrystalina A. (16644609800)",57350858300; 59373021800; 57222650875; 57212676994; 57851997600; 57209863519; 16644609800,Naturalistic Eye Movement Tasks in Parkinson's Disease: A Systematic Review,2024,Journal of Parkinson's Disease,14,7,,1369,1386,17.0,2,10.3233/JPD-240092,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206843364&doi=10.3233%2fJPD-240092&partnerID=40&md5=7cb1023a4cbae0842f741ad9273d6052,"Background: Eye tracking assessments in the laboratory have previously highlighted clear differences in eye movements between Parkinson's disease (PD) and healthy aging. However, laboratory-based eye movement tasks are artificial and limit the ecological validity of observed results. Eye movement tasks utilizing more naturalistic scenarios may provide more accurate insight into cognitive function but research in this area is limited. Objective: This systematic review aims to ascertain what naturalistic tasks have revealed about oculomotor deficits in PD and what this information may help us understand about the underlying sensorimotor and cognitive processes. Methods: Adhering to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement, a literature search of PsycInfo, Medline, Scopus, and Web of Science was conducted using predetermined search terms. Articles including both individuals with PD and healthy older adults completing eye tracking tasks involving naturalistic eye movements (e.g., reading, video-watching, unrestricted visual search) or naturalistic stimuli were included. Results: After screening, 30 studies were identified as matching the inclusion criteria. Results revealed consistent findings across tasks, including longer fixation durations and smaller saccadic amplitudes in PD compared to healthy aging. However, inconsistencies in the literature and a lack of standardization in tasks limit interpretation of these results. Conclusions: Naturalistic eye movement tasks highlight some consistent differences in eye movements between people with PD and healthy aging. However, future research should expand the current literature in this area and strive towards standardization of naturalistic tasks that can preferably be conducted remotely.  © 2024 - The authors. Published by IOS Press.",Eye movements; Parkinson's disease; saccades; systematic review,Eye Movement Measurements; Eye Movements; Eye-Tracking Technology; Humans; Parkinson Disease; cognition; eye movement disorder; eye tracking; healthy aging; human; Parkinson disease; Preferred Reporting Items for Systematic Reviews and Meta-Analyses; Review; saccadic eye movement; sensorimotor function; systematic review; visual stimulation; complication; eye movement; eye-tracking technology; oculography; pathophysiology; physiology,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85206843364,Movies / Media
Kontos A.P.; Zynda A.J.; Minerbi A.,"Kontos, Anthony P (7004528698); Zynda, Aaron J (57205679373); Minerbi, Amir (6503847285)",7004528698; 57205679373; 6503847285,Comparison of Vestibular/Ocular Motor Screening (VOMS) and Computerized Eye-tracking to Identify Exposure to Repetitive Head Impacts,2024,Military Medicine,189,12-Nov,,2291,2297,6.0,0,10.1093/milmed/usae065,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208582137&doi=10.1093%2fmilmed%2fusae065&partnerID=40&md5=43b5bca40f802730eff61013ecf3ba66,"Introduction: Military service members (SMs) are exposed to repetitive head impacts (RHIs) in combat and training that are purported to adversely affect brain health, including cognition, behavior, and function. Researchers have reported that RHI from blast-related exposure may affect both vestibular and ocular function, which in turn may be related to symptomology. As such, an examination of the effects of RHI on exposed military SMs should incorporate these domains. To date, researchers have not compared groups of exposed special operations forces (SOF) operators on combined clinical vestibular/ocular and eye-tracker-based outcomes. Therefore, the primary purpose of this study was to compare participant-reported symptoms and performance on the Vestibular/Ocular Motor Screening (VOMS) tool with performance on the computerized RightEye tracking system between SOF operators exposed to blast-related RHI and healthy controls without blast-related exposure. In addition, the study aimed to compare subgroups of snipers and breachers exposed to RHI to controls on the preceding metrics, as well as identify a subset of individual (demographic) factors, participant-reported symptoms, and performance metrics on VOMS and RightEye that best identify SOF operators exposed to RHI from unexposed controls. Materials and Methods: The study involved a cross-sectional design including 25 Canadian SOF SMs comprised of breachers (n = 9), snipers (n = 9), and healthy, unexposed controls (n = 7). The former 2 groups were combined into an RHI group (n = 18) and compared to controls (n = 7). Participants provided demographics and completed a self-reported concussion-related symptom report via the Military Acute Concussion Evaluation 2, the VOMS, and RightEye computerized eye-tracking assessments. Independent samples t-tests and ANOVAs were used to compare the groups on the outcomes, with receiver operating characteristic curve and area under the curve (AUC) analyses to identify predictors of blast exposure. This study was approved by the Defence Research Development Canada Human Research Ethics Committee and the Canadian Forces Surgeon General/Special Forces Command. Results: The results from t-tests supported group differences for age (P =. 012), participant-reported symptoms (P =. 006), and all VOMS items (P range = <.001-.02), with the RHI group being higher than healthy controls on all variables. ANOVA results supported group differences among snipers, breachers, and controls for age (P =. 01), RightEye saccades (P =. 04), participant-reported total symptom severity (P =. 03), and VOMS total scores (P =. 003). The results of the receiver operating characteristic curve analyses supported age (AUC = 0.81), Military Acute Concussion Evaluation 2 participant-reported total symptom severity (AUC = 0.87), and VOMS total scores (AUC = 0.92) as significant predictors of prior blast exposure. Conclusions: Participant-reported concussion symptoms, VOMS scores, and age were useful in identifying SOF operators exposed to RHI from controls. RightEye metrics were not useful in differentiating RHI groups from controls. Differences between snipers and breachers warrant further research. Overall, the findings suggest that VOMS may be a useful tool for screening for the effects of exposure to RHI in SOF operators. Future investigations should be conducted on a larger sample of military SMs, consider additional factors (e.g., RHI exposure levels, medical history, and sex), and include additional assessment domains (e.g., balance, cognitive, and psychological).  © 2024 The Association of Military Surgeons of the United States. All rights reserved. For commercial re-use, please contact reprints@oup.com for reprints and translation rights for reprints. All other permissions can be obtained through our RightsLink service via the Permissions link on the article page on our site-for further information please contact journals.permissions@oup.com.",,Adult; Blast Injuries; Eye-Tracking Technology; Female; Humans; Male; Mass Screening; Military Personnel; adult; blast injury; comparative study; complication; diagnosis; eye-tracking technology; female; human; male; mass screening; military personnel; pathophysiology; procedures,Article,Final,,Scopus,2-s2.0-85208582137,Movies / Media
Pelica S.; Aguiar T.R.; Frade S.; Guerra R.; Prada M.,"Pelica, Sofia (58399069400); Aguiar, Tiago Rôxo (59178945600); Frade, Sofia (59404475200); Guerra, Rita (36606116700); Prada, Marília (56781193400)",58399069400; 59178945600; 59404475200; 36606116700; 56781193400,Are you what you emoji? How skin tone emojis and profile pictures shape attention and social inference processing,2024,Telematics and Informatics,95,,102207,,,,0,10.1016/j.tele.2024.102207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208665617&doi=10.1016%2fj.tele.2024.102207&partnerID=40&md5=8045a76f9a05ecf475e014cfa0bd8d62,"Emojis can express emotions and some aspects of the sender's identity; however, only limited research has explored how the choice of skin tone in emojis influences the perceptions of the users. We examined the interaction between emoji skin tones and profile pictures in instant messaging, using self-reported and eye tracking measures. White participants viewed 14 screenshots of conversations (9 target and 5 fillers) where the sender used an emoji in a Darker or Lighter skin tone, or the default Yellow; alongside profile pictures displaying a Black or White individual, or a landscape as a neutral condition. Results showed that Black senders using Darker emojis were seen as warmer and closer to the receiver, but less competent, suggesting a dimensional compensation effect. Conversely, Black senders using Lighter emojis appeared more competent, but less warm. In the Neutral condition, Lighter emojis improved warmth and relationship quality, but reduced competence inferences, unlike Yellow and Darker emojis, suggesting a black sheep effect (in-group strictness). Yellow emojis were assumed to be sent by White individuals. Eye-tracking measures revealed an implicit bias towards White senders using Darker emojis, although such an impact was not observed for Black senders using Lighter emojis. Overall, findings indicate that skin tone emojis and profile pictures influence sender perception and challenge the neutrality of Yellow emojis. © 2024 The Author(s)",Computer-mediated communication; Eye tracking; Instant messaging; Person perception; Racialized bias; Skin tone emojis,Computer-mediated communication; Express emotions; Eye-tracking; Instant messaging; Neutral conditions; Person perception; Racialized bias; Screenshots; Skin tone; Skin tone emoji; Instant messaging applications,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85208665617,Movies / Media
