Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,Domain
Kiderman A.; Coto J.; Gibson L.C.; Ashmore R.C.; Braverman A.; Williams E.; Finamore A.M.F.; Yunis V.; Hoffer M.E.,"Kiderman, Alex (6506842178); Coto, Jennifer (57204269549); Gibson, Laura C. (57191759205); Ashmore, Robin C. (59847137300); Braverman, Alexandr (56921632300); Williams, Erin (57222079019); Finamore, Angela M. Flamm (59739052000); Yunis, Valerie (59395972400); Hoffer, Michael E. (7006165812)",6506842178; 57204269549; 57191759205; 59847137300; 56921632300; 57222079019; 59739052000; 59395972400; 7006165812,"Oculomotor, vestibular, reaction time, and cognitive (OVRT-C) responses in 7- to 17-year-old children",2025,Experimental Brain Research,243,5,110,,,,0,10.1007/s00221-025-07005-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002747351&doi=10.1007%2fs00221-025-07005-y&partnerID=40&md5=f046d933f3374cc9d5a18885603386a4,"Several aspects of oculomotor, vestibular, reaction time, and cognitive (OVRT-C) abilities improve throughout childhood at varying rates and become adult-like at different ages. However, developmental testing of these abilities often focuses on limited age ranges and does not elucidate clear developmental trajectories. The present study utilized high-resolution eye-tracking to evaluate 40 children aged 7–17 years on a comprehensive battery of OVRT-C tests to better understand how and when these abilities develop across childhood. As expected, mean responses on OVRT-C tests showed consistent improvement as subject age increased. We report a high prevalence of saccadic intrusions during smooth pursuit in children and adolescents, more self-paced saccades in older children, decreased auditory and visual RT with age, and fewer errors on the anti-saccade test in older children. We also used the Akaike information criterion (AIC) and Bayesian information criterion (BIC) modelling to determine whether a two- or three age group division would be most appropriate for each OVRT-C test. For all key OVRT-C metrics, our data support a separation of children into two age groups as opposed to three. While the age group divide varied by OVRT-C test, these data suggest these abilities mature at differing rates, and optimal separations into two age groups rather than three may reflect a slowing of rapid development as OVRT-C performance becomes more adult-like. © The Author(s) 2025.",Development; Eye-tracking; Oculomotor,"Adolescent; Age Factors; Child; Child Development; Cognition; Eye Movements; Eye-Tracking Technology; Female; Humans; Male; Psychomotor Performance; Reaction Time; Saccades; Vestibule, Labyrinth; adolescent; adult; Article; artifact; Black person; Caucasian; child; child development; clinical article; cognition; comparative study; eye tracking; eye-tracking technology; female; Hispanic; human; male; oculomotor system; pathologic nystagmus; prevalence; questionnaire; reaction time; saccadic eye movement; school child; smooth pursuit eye movement; vestibular function; vestibular system; visual stimulation; voice; young adult; age; child development; eye movement; physiology; psychomotor performance; reaction time; vestibular labyrinth",Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-105002747351,Gaming / VR
Maquiling V.; Zhaoping L.; Kasneci E.,"Maquiling, Virmarie (58202025500); Zhaoping, Li (6602091539); Kasneci, Enkelejda (56059892600)",58202025500; 6602091539; 56059892600,Imperceptible Gaze Guidance Through Ocularity in Virtual Reality,2025,Proceedings of the ACM on Human-Computer Interaction,9,3,ARTETRA14,,,,0,10.1145/3725839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006524593&doi=10.1145%2f3725839&partnerID=40&md5=aa94d8cccbd22943fb9498b1227f62f9,"We introduce to VR a novel imperceptible gaze guidance technique from a recent discovery that human gaze can be attracted to a cue that contrasts from the background in its perceptually non-distinctive ocularity, defined as the relative difference between inputs to the two eyes. This cue pops out in the saliency map in the primary visual cortex without being overtly visible. We tested this method in an odd-one-out visual search task using eye tracking with 31 participants in VR. When the target was rendered as an ocularity singleton, participants' gaze was drawn to the target faster. Conversely, when a background object served as the ocularity singleton, it distracted gaze from the target. Since ocularity is nearly imperceptible, our method maintains user immersion while guiding attention without noticeable scene alterations and can render object's depth in 3D scenes, creating new possibilities for immersive user experience across diverse VR applications. © 2025 Copyright held by the owner/author(s).",Eye tracking; Gaze guidance; Saliency; V1 Saliency Hypothesis; Virtual reality,Discrete event simulation; Three dimensional computer graphics; 3D scenes; Background objects; Eye-tracking; Gaze guidances; Primary visual cortex; Saliency; Saliency map; Search tasks; V1 saliency hypothesis; Visual search; Virtual reality,Article,Final,,Scopus,2-s2.0-105006524593,Gaming / VR
Stasch S.-M.; Mack W.,"Stasch, Sophie-Marie (57226831860); Mack, Wolfgang (56248614100)",57226831860; 56248614100,Exploring Task Prioritization in VR Flight Environments: Can Eye-Tracking Uncover Cognitive Control?,2025,Eye Tracking Research and Applications Symposium (ETRA),,,76,,,,0,10.1145/3715669.3725898,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008498711&doi=10.1145%2f3715669.3725898&partnerID=40&md5=5cd52c6739b726716d6f318d226c9a87,"Cognitive control is important for multitasking performance, which is essential for safety and efficiency in human-machine interaction domains such as aviation. Previous research has shown that the stability-flexibility dilemma of cognitive control can be manipulated through task prioritization in low-fidelity flight environments, with eye-tracking metrics effectively classifying this dilemma in a low-fidelity flight environment using a machine learning approach. However, it is unclear whether these results extend to higher-fidelity environments. This study examines the applicability of this approach to eye-tracking metrics assessed in a VR flight simulator. Linear mixed-effects models reveal significant differences in fixation duration, relative number of fixations, coefficient K, stationary entropy, and explore-exploit ratio across flight scenarios with varying task prioritization. Additionally, these metrics were used as input features in a machine learning model to classify the mission scenarios. The findings have important implications for designing adaptive assistance systems aiming at supporting multitasking performance in safety-critical environments. © 2025 Copyright held by the owner/author(s).",aviation; multitasking; virtual-reality,Adaptive control systems; Aviation; Eye movements; Eye tracking; Flight control systems; Flight simulators; Human computer interaction; Learning systems; Machine learning; Multitasking; Cognitive control; Eye-tracking; Flight environment; Human machine interaction; Interaction domain; Low fidelities; Machine learning approaches; Performance; Prioritization; Safety and efficiencies; Virtual reality,Conference paper,Final,,Scopus,2-s2.0-105008498711,Gaming / VR
Reich D.R.; Prasse P.; Jäger L.A.,"Reich, David R. (57392440200); Prasse, Paul (55376814000); Jäger, Lena A. (56503248300)",57392440200; 55376814000; 56503248300,Evaluating Gaze Event Detection Algorithms: Impacts on Machine Learning-based Classification and Psycholinguistic Statistical Modeling,2025,Proceedings of the ACM on Human-Computer Interaction,9,3,ARTETRA10,,,,0,10.1145/3725835,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006603092&doi=10.1145%2f3725835&partnerID=40&md5=4e1fbc0da41d130c8f5a25b64a57e971,"Eye movements offer valuable, non-invasive insights into cognitive processes and are widely used in both psycholinguistic research and machine-learning applications, such as assessing reading comprehension and cognitive load. These applications typically rely on fixations and saccades detected through gaze event algorithms, which may be either proprietary or open-source. The impact of different gaze event detection algorithms on subsequent analysis is underexplored and often overlooked. This study investigates how two threshold-based algorithms, I-DT and I-VT, influence both machine-learning classification tasks and psycholinguistic statistical modeling. Using diverse datasets-including stationary, remote, and VR eye-tracking data across multiple sampling frequencies-our findings show significant differences in downstream performance. For ML tasks, I-DT generally outperforms I-VT, with I-VT being highly sensitive to threshold choices. In psycholinguistic analysis, results confirm established findings only when thresholds align with established fixation metrics, emphasizing the importance of appropriate threshold selection for meaningful analysis. © 2025 Copyright held by the owner/author(s).",eye movements; I-DT; I-VT; machine learning; psycholinguistic analysis; psycholinguistic statistical modeling,Cognitive process; Event detection algorithm; I-DT; I-VT; Machine learning applications; Machine-learning; On-machines; Psycholinguistic analyze; Psycholinguistic statistical modeling; Statistic modeling; Psychoacoustic,Article,Final,,Scopus,2-s2.0-105006603092,Gaming / VR
Rohaly T.; Tweedell A.; Tam J.; Stauff A.; Callahan-Flintoft C.,"Rohaly, Thomas (58068876100); Tweedell, Andrew (56215688500); Tam, Joyce (55599771900); Stauff, Alexander (59912949500); Callahan-Flintoft, Chloe (57191728837)",58068876100; 56215688500; 55599771900; 59912949500; 57191728837,"A Bayesian Model to Describe the Relationship between Gaze Pattern, Task Familiarity, and Search Efficiency in a Visual Foraging Task",2025,Proceedings of the ACM on Human-Computer Interaction,9,3,ETRA02,,,,0,10.1145/3725827,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006675032&doi=10.1145%2f3725827&partnerID=40&md5=778eca4121a5d9a4dd585cde56e09130,"Foraging is common in everyday life and studying search for multiple targets can shed light on underlying mechanisms of multiple visual processes. The current study had participants forage in virtual reality to allow for more naturalist eye and head movement, shooting targets amongst distractors. Eye-tracking metrics were used to unpack what strategies were related to search efficiency in earlier versus later trials where performance improved with task familiarity. A Bayesian hierarchical model showed that, consistent with previous findings, saccade frequency and fixation duration of targets were related to more efficient foraging. The relationship with saccade frequency was also stronger in later trials compared to earlier. Interestingly, longer fixation durations on distractors also related to more efficient foraging, but this pattern disappeared or was reversed when individual distractor types were examined. Our results highlight how gaze patterns may be altered to coordinate with other body movements in unconstrained search. © 2025 Copyright is held by the owner/author(s).",eye movements and cognition; virtual reality; visual search behavior,Virtual reality; Visualization; Bayesian modelling; Eye movement and cognition; Fixation duration; Foraging task; Multiple targets; Search behavior; Search efficiency; Visual process; Visual search; Visual search behavior; Virtualization,Article,Final,,Scopus,2-s2.0-105006675032,Gaming / VR
Sankar B.; Sen D.,"Sankar, B. (57191344691); Sen, Dibakar (57203031055)",57191344691; 57203031055,Designing with the Eyes: Implicit Attention-based Form Ideation in Virtual Reality,2025,Eye Tracking Research and Applications Symposium (ETRA),,,41,,,,0,10.1145/3715669.3726819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008489610&doi=10.1145%2f3715669.3726819&partnerID=40&md5=2be77f5c24ee30667aea5d65f0ffd712,"Traditional form ideation methods rely heavily on explicit user input, manual curation, and subjective interpretation, often limiting creativity and increasing cognitive load for novice product designers. We introduce ""EUPHORIA"", a novel approach that leverages implicit visual attention through real-time gaze tracking and feature extraction in a virtual reality (VR) environment to automatically generate mood boards for product form ideation. Using an immersive space containing 150 visual stimuli, participants freely explored images while their gaze behaviours were recorded implicitly. Analysis from this initial self-attention phase (Phase 1) demonstrated a significant correlation (r = 0.816, p<0.01) between gaze fixation durations and subjective user preferences. Results validate the hypothesis that implicit gaze metrics reliably reflect user preferences. Then, participants went on to explore visual stimuli after pre-conditioning their minds with emotional phrases (Phase 2 - stimuli-attention). The preconditioned emotional stimuli in Phase 2 yielded clear emotional category ratings (positive, neutral, negative), with reduced fixation times indicating faster image selection. Ongoing research will extend this framework to the strategic attention phase (Phase 3), offering novice designers an intuitive, efficient, and personalized tool for automated form generation. © 2025 Copyright held by the owner/author(s).",Form Design; Gaze-Tracking; Moodboard; Virtual Reality,Behavioral research; Eye tracking; Human engineering; Interactive computer graphics; Product design; Virtual environments; Cognitive loads; Curation; Form design; Gaze-tracking; Ideation methods; Moodboard; Phase 2; User input; User's preferences; Visual stimulus; Virtual reality,Conference paper,Final,,Scopus,2-s2.0-105008489610,Gaming / VR
Diotaiuti P.; Marotta G.; Di Siena F.; Vitiello S.; Di Prinzio F.; Rodio A.; Di Libero T.; Falese L.; Mancone S.,"Diotaiuti, Pierluigi (56263490400); Marotta, Giulio (59751558800); Di Siena, Francesco (59252195700); Vitiello, Salvatore (59751706300); Di Prinzio, Francesco (57212512003); Rodio, Angelo (6603475587); Di Libero, Tommaso (57235284300); Falese, Lavinia (35310081000); Mancone, Stefania (36337979300)",56263490400; 59751558800; 59252195700; 59751706300; 57212512003; 6603475587; 57235284300; 35310081000; 36337979300,Eye Tracking in Parkinson’s Disease: A Review of Oculomotor Markers and Clinical Applications,2025,Brain Sciences,15,4,362,,,,1,10.3390/brainsci15040362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003478454&doi=10.3390%2fbrainsci15040362&partnerID=40&md5=fe5ff0e44e2385e7231702fcd32e3718,"(1) Background. Eye movement abnormalities are increasingly recognized as early biomarkers of Parkinson’s disease (PD), reflecting both motor and cognitive dysfunction. Advances in eye-tracking technology provide objective, quantifiable measures of saccadic impairments, fixation instability, smooth pursuit deficits, and pupillary changes. These advances offer new opportunities for early diagnosis, disease monitoring, and neurorehabilitation. (2) Objective. This narrative review explores the relationship between oculomotor dysfunction and PD pathophysiology, highlighting the potential applications of eye tracking in clinical and research settings. (3) Methods. A comprehensive literature review was conducted, focusing on peer-reviewed studies examining eye movement dysfunction in PD. Relevant publications were identified through PubMed, Scopus, and Web of Science, using key terms, such as “eye movements in Parkinson’s disease”, “saccadic control and neurodegeneration”, “fixation instability in PD”, and “eye-tracking for cognitive assessment”. Studies integrating machine learning (ML) models and VR-based interventions were also included. (4) Results. Patients with PD exhibit distinct saccadic abnormalities, including hypometric saccades, prolonged saccadic latency, and increased anti-saccade errors. These impairments correlate with executive dysfunction and disease progression. Fixation instability and altered pupillary responses further support the role of oculomotor metrics as non-invasive biomarkers. Emerging AI-driven eye-tracking models show promise for automated PD diagnosis and progression tracking. (5) Conclusions. Eye tracking provides a reliable, cost-effective tool for early PD detection, cognitive assessment, and rehabilitation. Future research should focus on standardizing clinical protocols, validating predictive AI models, and integrating eye tracking into multimodal treatment strategies. © 2025 by the authors.",cognitive impairment; eye tracking; fixation instability; machine learning; neurorehabilitation; Parkinson’s disease; pupillary response; saccadic dysfunction,biological marker; clinical protocol; cognition; cognitive defect; disease exacerbation; eye movement; eye tracking; human; machine learning; neurorehabilitation; oculomotor system; Parkinson disease; pathophysiology; Review; saccadic eye movement,Review,Final,,Scopus,2-s2.0-105003478454,Gaming / VR
Liu S.; Mädche A.; Feick M.,"Liu, Shi (57913265700); Mädche, Alexander (57194237390); Feick, Martin (57201559467)",57913265700; 57194237390; 57201559467,GazeClass: Towards Gaze-Adaptive Cross-Device Learning Support for Virtual Classrooms,2025,Conference on Human Factors in Computing Systems - Proceedings ,,,299,,,,0,10.1145/3706599.3720232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005745711&doi=10.1145%2f3706599.3720232&partnerID=40&md5=8eac330e75b279a2754994c6c87de26b,"Immersive virtual classrooms provide engaging learning experiences but often lack individualized support, particularly in asynchronous settings where students independently engage with prerecorded lectures. This absence of live teacher interaction can hinder personalized guidance and self-reflection. To address this challenge, we present GazeClass, a system enabling cross-device interaction by combining eye tracking in Virtual Reality (VR) with a learning assistant powered by large language models (LLMs) on a separate mobile or desktop device, delivering post-lecture, gaze-adaptive learning support. During the lecture, eye tracking monitors students’ attention, and afterward, tailored feedback and self-reflective Q&A are provided to bridge attention gaps. The cross-device interaction between VR and a mobile or desktop device fosters interactivity and active learning. Developed through co-design workshops and iterative evaluations, GazeClass was validated in a preliminary study, demonstrating its potential to enhance learning outcomes by addressing key challenges in immersive learning. © 2025 Copyright held by the owner/author(s).",adaptive support; eye tracking; mixed reality; virtual classroom,Students; Teaching; Virtual reality; Adaptive support; Cross-device interactions; Desktop devices; Eye-tracking; Immersive; Learning experiences; Learning support; Mixed reality; Teachers'; Virtual Classroom; Active learning,Conference paper,Final,,Scopus,2-s2.0-105005745711,Gaming / VR
Cavadini T.; Courbois Y.; Gentaz E.,"Cavadini, Thalia (57223026777); Courbois, Yannick (22034531800); Gentaz, Edouard (55917486200)",57223026777; 22034531800; 55917486200,Improving social-emotional abilities in children with profound intellectual and multiple disabilities through a person-centred eye-tracking-based training: A pilot study,2025,Acta Psychologica,255,,104928,,,,0,10.1016/j.actpsy.2025.104928,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000573879&doi=10.1016%2fj.actpsy.2025.104928&partnerID=40&md5=b90603db39a57f17a1d3dc3269c8a214,"Individuals with profound intellectual and multiple disabilities (PIMD) are characterized by a combination of a profound intellectual disabilities and a profound motor disability frequently associated with a number of additional severe secondary disabilities or impairments. The aim of this pilot study was to evaluate the effects of an innovative person-centred training based on eye-tracking computerised serious games on the social-emotional abilities in these individuals with PIMD. Nine participants aged 7–18 years were followed over a period of 1 year. A pre-test (T1) – training – post-test (T2) design was used. During T1 and T2, visual attention and six social-emotional abilities (preferential attention to biological motion, social orienting, facial expression exploration, emotional faces discrimination, joint attention and socio-moral evaluations) were assessed using an eye-tracking-based experimental paradigm combining various visual preference tasks. During the training, each participant benefited from personalized one-to-one sessions tailored to their skills based on results of T1 and the observations of their practitioners. To implement person-centred training, the experimenter chose from a set of serious games to train these social-emotional abilities, those he felt were best suited to the participant's current state of heath and alertness, personal skills and specific needs. All participants improved their visual exploration between T1 and T2. In addition, they all made progress on at least one of the six social-emotional competencies. These results showed preliminary evidence that it is possible to increase some social-emotional abilities in these individuals with an adapted training, thus indicating that they also have unsuspected learning abilities. © 2025",Eye-tracking; Learning abilities; Profound intellectual and multiple disabilities; Social-emotional training,Adolescent; Attention; Child; Children with Disabilities; Emotions; Eye-Tracking Technology; Facial Expression; Female; Humans; Intellectual Disability; Male; Pilot Projects; Social Skills; Video Games; adolescent; attention; child; disabled child; emotion; eye-tracking technology; facial expression; female; human; intellectual impairment; male; physiology; pilot study; psychology; rehabilitation; social competence; video game,Article,Final,,Scopus,2-s2.0-105000573879,Gaming / VR
Schott E.; López García I.; Semple L.A.; Froehlich B.,"Schott, Ephraim (57219867259); López García, Irene (57222255973); Semple, Lauren August (59907461200); Froehlich, Bernd (18433968300)",57219867259; 57222255973; 59907461200; 18433968300,Estimating Detection Thresholds of Being Looked at in Virtual Reality for Avatar Redirection,2025,Conference on Human Factors in Computing Systems - Proceedings ,,,1125,,,,0,10.1145/3706598.3714041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005755223&doi=10.1145%2f3706598.3714041&partnerID=40&md5=5e26f98ecad36b4f2ed78df83ebcb1c1,"The human face and eyes provide crucial conversational cues about a person's focus of attention. In virtual reality applications, avatar faces are typically simplified, and eye movements often neglected. This paper explores how VR users perceive the look-at direction of other avatars and estimates the range within which an avatar's averted gaze goes unnoticed. Through two-alternative forced choice experiments, we investigate different gaze offsets to quantify thresholds for perceived gaze aversion across three conditions: gaze side (left/right), stimulus duration, and avatar distance. Additionally, we assess the impact of averted gaze on social presence during interactions with an embodied conversational agent in a social game. A user study (N=40) revealed that social presence is significantly affected by averted gaze when noticed, and that detection thresholds are particularly impacted by stimuli duration and interactions between side and distance. Our findings provide a foundation for understanding gaze perception in social virtual reality. © 2025 Copyright held by the owner/author(s).",avatar redirection; averted gaze; embodied conversational agents; gaze direction; gaze perception; threshold detection; virtual reality,Virtual environments; Virtual reality; Avatar redirection; Averted gaze; Detection threshold; Embodied conversational agent; Gaze direction; Gaze perception; Human eye; Human faces; Social presence; Threshold detection; Virtualization,Conference paper,Final,,Scopus,2-s2.0-105005755223,Gaming / VR
Jeppesen A.C.E.; Andresen J.; Parvaiz R.; Clemmensen L.; Jepsen J.R.M.; Hansen D.W.; Glenthøj L.B.,"Jeppesen, Alberte Cathrine Ehrhardt (59525096200); Andresen, Johannes (59525620800); Parvaiz, Rizwan (57990265400); Clemmensen, Lars (57209036755); Jepsen, Jens Richardt Møllegaard (26532977800); Hansen, Dan Witzner (15063910800); Glenthøj, Louise Birkedal (34976586900)",59525096200; 59525620800; 57990265400; 57209036755; 26532977800; 15063910800; 34976586900,Study protocol for the EYEdentify project: An examination of gaze behaviour in autistic adults using a virtual reality-based paradigm,2025,PLoS ONE,20,4-Apr,e0316502,,,,0,10.1371/journal.pone.0316502,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002407426&doi=10.1371%2fjournal.pone.0316502&partnerID=40&md5=46137e7532638ea7d2d9496b25eb60f6,"Introduction Autism Spectrum Condition (ASC) is characterised by difficulties in social communication and interaction, which may pose significant challenges to daily functioning throughout life. While current diagnostic methods for ASC often rely on measures based on subjective reports, there is a growing need for objective, quantifiable measures to support current clinical assessment of ASC. Eye-tracking technology records eye and gaze movements in real time and provides a direct and objective method for assessing social attention. Integrating eye-tracking within virtual reality (VR) environments presents a novel approach for capturing gaze behaviour in dynamic, ecologically valid social scenarios. This study aims to investigate whether VR-based eye information can reveal group differences in gaze behaviour between autistic adults and neurotypical controls in simulated social interactions. Methods This case-control study will include 140 adults diagnosed with ASC and 50 neurotypical controls, matched by age and gender. Participants will engage in six VR-based social scenarios, which vary in social complexity and the presence of non-social distractors. Eye information will be measured using eye-tracking technology integrated into a head-mounted display. Gaze behaviour will be analysed through fixation-based metrics on parameters including number of fixations, mean fixation time, and dwell time, on predetermined Areas of Interest. Analysis Statistical analyses will assess between-group differences in gaze behaviour as well as correlations between gaze metrics and clinical measures of social functioning, social cognition and symptom severity. Discussion This study utilises VR-based eye-tracking to investigate novel paradigms for assessing gaze behaviour in ASC in immersive, interactive environments and aims to advance the current understanding of visual social attention in ASC. Positive outcomes from this study may support further research into VR-based eye-tracking to supplement existing clinical assessment methods. © 2025 Jeppesen et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,"Adolescent; Adult; Attention; Autism Spectrum Disorder; Autistic Disorder; Case-Control Studies; Eye Movements; Eye-Tracking Technology; Female; Fixation, Ocular; Humans; Male; Middle Aged; Social Interaction; Virtual Reality; Young Adult; adhd self report scale; adolescent; Article; autism; autism assessment; Beck Depression Inventory; behavior assessment; camouflaging autistic traits questionnaire; cantab emotion recognition task; case control study; child; cognition assessment; controlled study; cybersickness; dwell time; empathy; eye tracking; female; gaze; high risk social challenge task; hinting task; human; interview; major clinical study; male; mental disease; personal and social performance scale; psychometry; randomized controlled trial (topic); repetitive behaviour questionnaire; sensory reactivity in autism spectrum questionnaire; social interaction; Social Interaction Anxiety Scale; Social Responsiveness Scale-second edition; social skills performance assessment; social support; temple university community participation; virtual reality; visual attention; Wechsler adult intelligence scale; adult; attention; eye fixation; eye movement; eye-tracking technology; middle aged; pathophysiology; physiology; psychology; young adult",Article,Final,,Scopus,2-s2.0-105002407426,Gaming / VR
Zhu H.; Kong Y.; Zhang H.; Gu Z.; Ohno R.,"Zhu, Haipeng (59798348800); Kong, Yuhang (54403029900); Zhang, Hong (59378631800); Gu, Zongchao (57212190966); Ohno, Ryuzo (59089982500)",59798348800; 54403029900; 59378631800; 57212190966; 59089982500,Effects of scenery frame on visual depth perception in classical Chinese gardens: A case study of the Lvyin Pavilion in Lingering Garden,2025,Frontiers of Architectural Research,14,2,,402,415,13.0,0,10.1016/j.foar.2024.08.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207105087&doi=10.1016%2fj.foar.2024.08.009&partnerID=40&md5=ed3d4d5c6c48045944c5ec8b154ee0a4,"Visual depth (distance) perception is a fundamental aspect of environmental cognition, as it allows people to judge the spatial scale of their surroundings. However, estimating the depth of classical Chinese gardens is challenging, especially from static viewpoints that frame the scenery. Previous studies have examined how the internal components of the scenery frame affect depth perception. Still, the role of the frame and its peripheral information as environmental background have been largely overlooked. This study investigates how depth perception at viewpoints is influenced by viewing position displacement, frame geometry, and environmental context. The authors created nine stimulus materials in a cave virtual reality environment (three image treatments × three positions). Seventy-one participants were asked to evaluate depth perception using the magnitude estimation and adjustment methods. Their eye movement behavior was also recorded using an eye-movement instrument (SensoMotoric Instruments (SMI) eye-tracking glasses, 120 Hz). The results showed that participants could perceive spatial depth differences between viewing positions even when the internal viewpoint displacement was small; frame shape did not significantly affect depth perception and gaze behavior; and peripheral visual information of the frame enhanced depth perception significantly. Moreover, the form of the environmental background, especially the position of the scenery window, strongly guided the participants’ gaze. These findings suggest that ambient visual information significantly impacts environmental experience, which landscape designers should consider. © 2024 The Author(s)",Ambient visual information; China; Eye-tracking technology; Frame; Landscape design; Lvyin Pavilion of Lingering Garden; Visual depth perception; VR experiment,,Article,Final,,Scopus,2-s2.0-85207105087,Gaming / VR
Hwang E.; Lee J.,"Hwang, Eugene (57542512000); Lee, Jeongmi (37034338500)",57542512000; 37034338500,Looking but Not Focusing: Defining Gaze-Based Indices of Attention Lapses and Classifying Attentional States,2025,Conference on Human Factors in Computing Systems - Proceedings ,,,754,,,,0,10.1145/3706598.3714269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005745118&doi=10.1145%2f3706598.3714269&partnerID=40&md5=fb192af22df5486c994113757b76d4f3,"Identifying objective markers of attentional states is critical, particularly in real-world scenarios where attentional lapses have serious consequences. In this study, we identified gaze-based indices of attentional lapses and validated them by examining their impact on the performance of classification models. We designed a virtual reality visual search task that encouraged active eye movements to define dynamic gaze-based metrics of different attentional states (zone in/out). The results revealed significant differences in both reactive ocular features, such as first fixation and saccade onset latency, and global ocular features, such as saccade amplitude, depending on the attentional state. Moreover, the performance of the classification models improved significantly when trained only on the proven gaze-based and behavioral indices rather than all available features, with the highest prediction accuracy of 79.3%. We highlight the importance of the preliminary studies before model training and provide generalizable gaze-based indices of attentional states for practical applications. © 2025 Copyright held by the owner/author(s).",Attention Lapses; Classification Model; Eye-tracking; Gaze-based Indices; Sustained Attention; Zoning out,Attention lapse; Classification models; Eye-tracking; Gaze-based index; Performance; Real-world scenario; Search tasks; Sustained attention; Visual search; Zoning outs; Virtual reality,Conference paper,Final,,Scopus,2-s2.0-105005745118,Gaming / VR
Aksoy M.E.; Izzetoglu K.; Utkan N.Z.; Agrali A.; Yoner S.I.; Bishop A.; Shewokis P.A.,"Aksoy, Mehmet Emin (23970353200); Izzetoglu, Kurtulus (6603128234); Utkan, Nihat Zafer (6602831324); Agrali, Atahan (57194279742); Yoner, Serhat Ilgaz (57193696035); Bishop, Ashley (57219441834); Shewokis, Patricia A. (6602855729)",23970353200; 6603128234; 6602831324; 57194279742; 57193696035; 57219441834; 6602855729,Comparing Behavioral and Neural Activity Changes During Laparoscopic and Robotic Surgery Trainings,2025,Journal of Surgical Education,82,5,103486,,,,1,10.1016/j.jsurg.2025.103486,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000276586&doi=10.1016%2fj.jsurg.2025.103486&partnerID=40&md5=b4a534adad4a29a288499e8ff6ec871b,"Objective: This study aims to compare the cognitive workload levels of general surgery residents by measuring prefrontal cortex hemodynamic activity while performing a similar task using robotic-assisted surgery (RAS) and laparoscopic surgery simulators. Design: The study was conducted with 22 general surgery residents who completed a peg transfer task in simulated laparoscopic and RAS training environments. Participants' performance and neurophysiological data were collected over a 1-month period. Setting: The study was conducted at Acibadem Mehmet Ali Aydinlar University- CASE (Center of Advanced Simulation and Education), utilizing a laparoscopic training simulator (CAE Lap VR) and robotic surgery simulator (Da Vinci Surgical System Si console with Backpack). Participants: Twenty-two general surgery residents (mean [SD] age, 29.45 [2.40] years; 18 [81.82%] male) volunteered for the study. None of the participants had prior experience with RAS or RAS simulators, whereas most had varying degrees of laparoscopic surgery experience. Results: Significant differences were observed between RAS and laparoscopic simulations in terms of performance time and neural activity. Peg transfer times were shorter in RAS simulations compared to laparoscopic simulations (χ2(3) = 134.805, p < 0.001). Mean oxygenated hemoglobin (ΔHbO) levels in the prefrontal cortex were lower in RAS simulations (χ2(3) = 20.695, p < 0.001), indicating reduced cognitive workload. Relative Neural Efficiency (RNE) and Relative Neural Involvement (RNI) scores were higher in RAS tasks (χ2(1) = 55.765, p < 0.001), suggesting greater efficiency and involvement during robotic-assisted procedures. Conclusions: The findings indicate that RAS tasks are associated with lower cognitive workload and improved efficiency compared to laparoscopic tasks. Incorporating neural indices alongside performance metrics may enhance training assessments and provide deeper insights into trainees’ experiences in simulation-based surgical education. © 2025 The Author(s)",functional near infrared spectroscopy efficiency index; minimal invasive surgery; robotic surgery; training,"Adult; Clinical Competence; Cognition; Education, Medical, Graduate; Female; General Surgery; Humans; Internship and Residency; Laparoscopy; Male; Prefrontal Cortex; Robotic Surgical Procedures; Simulation Training; Task Performance and Analysis; Workload; hemoglobin; adult; Article; female; functional near-infrared spectroscopy; general surgery; hemodynamics; human; job experience; laparoscopic surgery; male; medical education; mental performance; neurophysiology; physician engagement; post hoc analysis; prefrontal cortex; productivity; resident; robot assisted surgery; scoring system; simulation; statistically significant result; treatment duration; volunteer; work environment; workload; clinical competence; cognition; comparative study; education; laparoscopy; physiology; procedures; simulation training; task performance; vascularization; workload",Article,Final,,Scopus,2-s2.0-86000276586,Gaming / VR
